Unnamed: 0,ORG Name,ORG Link,Size,Sector,Country,Region,Report,download
182,Combined Motor,https://database.globalreporting.org/organizations/4778/,Large,Automotive,za,Africa,"['2019 - Non - GRI Non - GRI12f3ef92331ef86f08a3d0e48f885d03.pdf', '2018 - Non - GRI Non - GRI661361bb8c6081517a1f8acaed5950ba.pdf', '2017 - Non - GRI Non - GRI96302447c109d07b0df27abf0abcd486.pdf', '2016 - Non - GRI Non - GRIa5833ccb6aae870c9889b8e562a252f5.pdf', '2015 - Non - GRI Non - GRI9496e38d71d433abab978fa73ccfa025.pdf', '2014 - Non - GRI Non - GRI71d3c32920b23081f0e1106617b90320.pdf', '2013 - Non - GRI Non - GRI6219ef7bfdadda4a1e445cb8fc16d3eb.pdf', '2012 - Non - GRI Non - GRIb8830e8c7910b3f99bf60b6e111f5df4.pdf', '2011 - Non - GRI Non - GRIf2f618a6f07a0d73441d1abd57a9b6f0.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2019/12f3ef92331ef86f08a3d0e48f885d03.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/661361bb8c6081517a1f8acaed5950ba.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/96302447c109d07b0df27abf0abcd486.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/a5833ccb6aae870c9889b8e562a252f5.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2015/9496e38d71d433abab978fa73ccfa025.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2014/71d3c32920b23081f0e1106617b90320.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2013/6219ef7bfdadda4a1e445cb8fc16d3eb.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2012/b8830e8c7910b3f99bf60b6e111f5df4.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2011/f2f618a6f07a0d73441d1abd57a9b6f0.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
183,Commercial International Bank,https://database.globalreporting.org/organizations/8431/,Large,Financial Services,eg,Africa,"['2020 - GRI - Standards GRI - Standardsb5519b172c413d68e8b6579f9f077ebf.pdf', '2018 - GRI - Standards GRI - Standardscf9dd95644e87fac367f8c401d06a455.pdf', '2017 - GRI - G4 GRI - G4766089d8b458f4125e5db4f0988a022f.pdf', '2016 - Citing - GRI Citing - GRI924a5174727ed644164dba5fef088646.pdf', '2015 - Citing - GRI Citing - GRI9dbb1ba9dd899145e31a04a13257e160.pdf', '2014 - Non - GRI Non - GRI0544e0fd6d69a34a12f0690ae0b7af4c.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2020/b5519b172c413d68e8b6579f9f077ebf.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/cf9dd95644e87fac367f8c401d06a455.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/766089d8b458f4125e5db4f0988a022f.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/924a5174727ed644164dba5fef088646.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2015/9dbb1ba9dd899145e31a04a13257e160.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2014/0544e0fd6d69a34a12f0690ae0b7af4c.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
184,Compagnie Ivoirienne d'Electricité ( CIE),https://database.globalreporting.org/organizations/13617/,Large,Energy Utilities,ci,Africa,"['2017 - GRI - G4 GRI - G4e576784156b8a11d4e3f305a6747f993.pdf', '2016 - GRI - G4 GRI - G46684d14b028a914882bf03320f9dce4d.pdf', '2016 - Non - GRI Non - GRI20d53afe40a1cd7ff50e07a64a95db8e.pdf', '2015 - GRI - G4 GRI - G4c861989f7bae08d956aaa9ad7437c464.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/e576784156b8a11d4e3f305a6747f993.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/6684d14b028a914882bf03320f9dce4d.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/20d53afe40a1cd7ff50e07a64a95db8e.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2015/c861989f7bae08d956aaa9ad7437c464.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
185,Compagnie Ivoirienne de Production d'Electricité ( CIPREL),https://database.globalreporting.org/organizations/13618/,SME,Energy,ci,Africa,"['2018 - GRI - G4 GRI - G47e75e68c42af9e2e0b538a21fd49090b.pdf', '2017 - Non - GRI Non - GRI30bd58952e75b0030c13ef36c19431f6.pdf', '2016 - GRI - G4 GRI - G43b7fc2e5005ca14fa747ca60bc16bfb7.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/7e75e68c42af9e2e0b538a21fd49090b.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/30bd58952e75b0030c13ef36c19431f6.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/3b7fc2e5005ca14fa747ca60bc16bfb7.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
186,Compu-clearing,https://database.globalreporting.org/organizations/7441/,Large,Telecommunications,za,Africa,"['2014 - Non - GRI Non - GRIfaa3136b4695c4b9d6bac7a24d4f4b41.pdf', '2013 - Non - GRI Non - GRI17afca7ebf1b54b6077dd5024d969969.pdf', '2012 - Non - GRI Non - GRI141469900a632b734fabc0b82b7f7a21.pdf', '2011 - Non - GRI Non - GRIfb9e0518a114e923d17efeb3f1e67eef.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2014/faa3136b4695c4b9d6bac7a24d4f4b41.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2013/17afca7ebf1b54b6077dd5024d969969.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2012/141469900a632b734fabc0b82b7f7a21.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2011/fb9e0518a114e923d17efeb3f1e67eef.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
187,Conduit Capital Limited,https://database.globalreporting.org/organizations/4777/,Large,Financial Services,za,Africa,"['2019 - Non - GRI Non - GRI4c848e05c073821ee6aff6f2ed002dd8.pdf', '2018 - Non - GRI Non - GRI0fcd7920930acfca87be52ea12b6de56.pdf', '2017 - Non - GRI Non - GRIe3b0ef6ed3b926e309d2ae6477e5c36a.pdf', '2016 - Non - GRI Non - GRI0f7ffe29b3e5f3907abd4166bd2abe32.pdf', '2015 - Non - GRI Non - GRI665b71488b22ece039d813558359c832.pdf', '2014 - Non - GRI Non - GRI08ad3b094860e2aea2a95ecbbc9e8bbd.pdf', '2013 - Non - GRI Non - GRI2f77984f19d5198a3d00372f705f64c6.pdf', '2012 - Non - GRI Non - GRI3f7e7f1aa32df7715b85c5c8608285bf.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2019/4c848e05c073821ee6aff6f2ed002dd8.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/0fcd7920930acfca87be52ea12b6de56.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/e3b0ef6ed3b926e309d2ae6477e5c36a.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/0f7ffe29b3e5f3907abd4166bd2abe32.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2015/665b71488b22ece039d813558359c832.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2014/08ad3b094860e2aea2a95ecbbc9e8bbd.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2013/2f77984f19d5198a3d00372f705f64c6.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2012/3f7e7f1aa32df7715b85c5c8608285bf.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
188,Consolidated Infrastructure Group,https://database.globalreporting.org/organizations/4776/,Large,Energy Utilities,za,Africa,"['2018 - Non - GRI Non - GRIf6e3f4b6c9737248f74b99526309de51.pdf', '2017 - Non - GRI Non - GRI5c33aa25afb99689a5ffdd22ad9473c1.pdf', '2016 - Non - GRI Non - GRIc58373e7d4851ef31640d20592c3a8e9.pdf', '2014 - Non - GRI Non - GRI3796bbc131cb5373a1994d0a3879a161.pdf', '2013 - GRI - G3.1 GRI - G3.10f06ac0638f66907f8e280eb506b6c7c.pdf', '2012 - GRI - G3 GRI - G33ea12929458c0f118a85a978b7d83c47.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/f6e3f4b6c9737248f74b99526309de51.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/5c33aa25afb99689a5ffdd22ad9473c1.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/c58373e7d4851ef31640d20592c3a8e9.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2014/3796bbc131cb5373a1994d0a3879a161.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2013/0f06ac0638f66907f8e280eb506b6c7c.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2012/3ea12929458c0f118a85a978b7d83c47.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
189,Control Instruments Group,https://database.globalreporting.org/organizations/4775/,MNE,Automotive,za,Africa,"['2014 - Citing - GRI Citing - GRIcb72225e30e72d7628c0bf98af2f0154.pdf', '2012 - Citing - GRI Citing - GRIcd669c7f16ec3865959a6df8ee59fdc8.pdf', '2011 - GRI - G3.1 GRI - G3.154a411428c29012566b9d2dd9e2268f7.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2014/cb72225e30e72d7628c0bf98af2f0154.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2012/cd669c7f16ec3865959a6df8ee59fdc8.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2011/54a411428c29012566b9d2dd9e2268f7.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
190,ConvergeNet,https://database.globalreporting.org/organizations/4774/,Large,Telecommunications,za,Africa,"['2014 - Non - GRI Non - GRI8823a859919e07c3421d6388c0d7f916.pdf', '2013 - Non - GRI Non - GRI19b09aa756f5cebcf3ed736961c2e48f.pdf', '2013 - Non - GRI Non - GRI5d388400d489ea8f5168e86881751146.pdf', '2011 - Non - GRI Non - GRI1b0232983a4d3fb17f00c9296379ee96.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2014/8823a859919e07c3421d6388c0d7f916.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2013/19b09aa756f5cebcf3ed736961c2e48f.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2013/5d388400d489ea8f5168e86881751146.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2011/1b0232983a4d3fb17f00c9296379ee96.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
191,Cooperative Bank of Kenya,https://database.globalreporting.org/organizations/7800/,Large,Financial Services,ke,Africa,"['2016 - Non - GRI Non - GRI688d29c75d135938c28f5c6ab84e54e8.pdf', '2014 - Non - GRI Non - GRIbc3644b44f9cba09f69cc9254e230e99.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/688d29c75d135938c28f5c6ab84e54e8.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2014/bc3644b44f9cba09f69cc9254e230e99.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
192,Cooperative Bank of Oromia,https://database.globalreporting.org/organizations/16766/,Large,Financial Services,et,Africa,"['2018 - Non - GRI Non - GRI64653457e01057c18a47788b57968c03.pdf', '2016 - Non - GRI Non - GRIb33751766e250f4b6e28158b7f5caab6.pdf', '2015 - Non - GRI Non - GRIea6226e67fd3e554f65dded5e8097488.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/64653457e01057c18a47788b57968c03.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/b33751766e250f4b6e28158b7f5caab6.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2015/ea6226e67fd3e554f65dded5e8097488.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
193,Copperbelt Energy Corporation,https://database.globalreporting.org/organizations/17098/,Large,Energy Utilities,zm,Africa,"['2017 - Non - GRI Non - GRI9f0652a1fe1c74516d80563ceaab61b8.pdf', '2016 - Non - GRI Non - GRI5d6e99f6afcc7bb0fef1e7229d2ba5e4.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/9f0652a1fe1c74516d80563ceaab61b8.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/5d6e99f6afcc7bb0fef1e7229d2ba5e4.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
194,Coronation Investment Management,https://database.globalreporting.org/organizations/4773/,MNE,Financial Services,za,Africa,"['2019 - Non - GRI Non - GRIe247fc07a793ea82314b7f604ce77d00.pdf', '2018 - Non - GRI Non - GRI7ec6257e449eb1a3ca8650a035f37e47.pdf', '2017 - Citing - GRI Citing - GRIdcf3c0026f73976bf92a49bd274b8fa7.pdf', '2016 - Citing - GRI Citing - GRI66488e5282b6bc10b8a972c25a1e55ad.pdf', '2015 - Citing - GRI Citing - GRI4fe850c9f27a71031edf4f5d7a8e1241.pdf', '2014 - Citing - GRI Citing - GRI4a22ce5c0eff67b7f2f314d6d82c8a0d.pdf', '2013 - Non - GRI Non - GRIbdc2d2960801fef3d872d10f1f77f700.pdf', '2012 - Citing - GRI Citing - GRId0629090872f5f58a4c546f7d2c3573f.pdf', '2011 - Non - GRI Non - GRI6902286ab3bd992a648a6c96a74df558.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2019/e247fc07a793ea82314b7f604ce77d00.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/7ec6257e449eb1a3ca8650a035f37e47.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/dcf3c0026f73976bf92a49bd274b8fa7.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/66488e5282b6bc10b8a972c25a1e55ad.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2015/4fe850c9f27a71031edf4f5d7a8e1241.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2014/4a22ce5c0eff67b7f2f314d6d82c8a0d.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2013/bdc2d2960801fef3d872d10f1f77f700.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2012/d0629090872f5f58a4c546f7d2c3573f.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2011/6902286ab3bd992a648a6c96a74df558.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
195,Cosumar,https://database.globalreporting.org/organizations/22966/,Large,Food and Beverage Products,ma,Africa,['2019 - Non - GRI Non - GRI593208f18fd7d5db2de774a74d9ffe4f.pdf'],['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2019/593208f18fd7d5db2de774a74d9ffe4f.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']
196,Cotlands,https://database.globalreporting.org/organizations/475/,SME,Non-Profit / Services,za,Africa,"['2017 - GRI - G4 GRI - G4c0f41e2d520498987171adbc80e7a984.pdf', '2016 - GRI - G4 GRI - G4ab83bcab3b8e18a80afe2831ad6be225.pdf', '2015 - GRI - G4 GRI - G487051c96ab16bd951d521cee2c496123.pdf', '2014 - GRI - G4 GRI - G4f45e8a0883faa90817e96c64eba325ec.pdf', '2013 - GRI - G3 GRI - G3d69d2a7b9f3f58570b11f39d0bd95d86.pdf', '2012 - GRI - G3 GRI - G3acd20a2b346d8f979c3bb2836804d753.pdf', '2011 - GRI - G3 GRI - G37ecb34ea18a9bc5d162d0ea772e7f292.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/c0f41e2d520498987171adbc80e7a984.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/ab83bcab3b8e18a80afe2831ad6be225.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2015/87051c96ab16bd951d521cee2c496123.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2014/f45e8a0883faa90817e96c64eba325ec.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2013/d69d2a7b9f3f58570b11f39d0bd95d86.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2012/acd20a2b346d8f979c3bb2836804d753.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2011/7ecb34ea18a9bc5d162d0ea772e7f292.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
197,Country Bird,https://database.globalreporting.org/organizations/4772/,Large,Food and Beverage Products,za,Africa,"['2013 - GRI - G3 GRI - G365b2d4ab43f83f78c61457c8c1d15a90.pdf', '2012 - GRI - G3 GRI - G3fd42c8722d0d759b51d6102aaaafc86a.pdf', '2011 - Non - GRI Non - GRIed6a06395b2d42859fc888dbc4cb3ab3.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2013/65b2d4ab43f83f78c61457c8c1d15a90.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2012/fd42c8722d0d759b51d6102aaaafc86a.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2011/ed6a06395b2d42859fc888dbc4cb3ab3.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
198,CRDB Bank,https://database.globalreporting.org/organizations/17080/,Large,Financial Services,tz,Africa,"['2018 - Non - GRI Non - GRI6d46edb77aebd9bd2af654f6974618f8.pdf', '2017 - Non - GRI Non - GRI27d9caaee6f4b5296da417a6988da970.pdf', '2016 - Non - GRI Non - GRI9b17191827f17a02d9d98386069300d1.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/6d46edb77aebd9bd2af654f6974618f8.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/27d9caaee6f4b5296da417a6988da970.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/9b17191827f17a02d9d98386069300d1.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
199,Crédit du Maroc,https://database.globalreporting.org/organizations/22113/,Large,Financial Services,ma,Africa,"['2019 - Non - GRI Non - GRI19907be8974a96d348a3b75eaabd30ee.pdf', '2018 - Non - GRI Non - GRIf151f048976257753f1d2c6011fcaeb5.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2019/19907be8974a96d348a3b75eaabd30ee.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/f151f048976257753f1d2c6011fcaeb5.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
200,Crescent Farms Ltd,https://database.globalreporting.org/organizations/18279/,SME,Agriculture,gh,Africa,['2018 - GRI - Standards GRI - Standards5526f21efa0fc8a3667e53bf2bd11dc5.pdf'],['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/5526f21efa0fc8a3667e53bf2bd11dc5.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']
201,Cresta Marakanelo Limited,https://database.globalreporting.org/organizations/16750/,Large,Tourism/Leisure,bw,Africa,['2017 - Non - GRI Non - GRIddb7a5074cbffc9bff8f4df0f2eabdbe.pdf'],['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/ddb7a5074cbffc9bff8f4df0f2eabdbe.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']
202,Crookes Brothers Limited,https://database.globalreporting.org/organizations/6691/,MNE,Agriculture,za,Africa,"['2019 - Non - GRI Non - GRI877e136a3bf1014c3feb57f7e24c3266.pdf', '2018 - Non - GRI Non - GRI1674fab7d4caffa842a65e8b39345bed.pdf', '2017 - Citing - GRI Citing - GRI6cc06eddde9890f980adc6011ed93adf.pdf', '2016 - Citing - GRI Citing - GRI1d102ba5c72cce1575b3eb02bf2b165e.pdf', '2015 - GRI - G3 GRI - G31c96db4d10fa6111e5af17bc97ed9504.pdf', '2014 - Citing - GRI Citing - GRI2a6b07a275010da3a43855de49387477.pdf', '2013 - GRI - G3 GRI - G34cd399239224bec0ecab9dddd00bb033.pdf', '2012 - GRI - G3.1 GRI - G3.181f0e89ac3d069a303671c087c887f36.pdf', '2011 - Non - GRI Non - GRI9ca2baf4e1c7a4af9c202e3195608dc5.pdf']","['https://sdd-pdf.s3.amazonaws.com/report-pdfs/2019/877e136a3bf1014c3feb57f7e24c3266.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2018/1674fab7d4caffa842a65e8b39345bed.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2017/6cc06eddde9890f980adc6011ed93adf.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2016/1d102ba5c72cce1575b3eb02bf2b165e.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2015/1c96db4d10fa6111e5af17bc97ed9504.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2014/2a6b07a275010da3a43855de49387477.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2013/4cd399239224bec0ecab9dddd00bb033.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2012/81f0e89ac3d069a303671c087c887f36.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA', 'https://sdd-pdf.s3.amazonaws.com/report-pdfs/2011/9ca2baf4e1c7a4af9c202e3195608dc5.pdf?AWSAccessKeyId=AKIAJZQ4KYD2D35QKCDA']"
